date,home,away,home_score,away_score
2026-04-10,Milwaukee Brewers,Washington Nationals,3,7
2026-04-11,St. Louis Cardinals,Boston Red Sox,3,2
2026-04-11,San Diego Padres,Colorado Rockies,5,2
2026-04-11,Seattle Mariners,Houston Astros,9,6
2026-04-11,Los Angeles Dodgers,Texas Rangers,8,7
2026-04-11,Philadelphia Phillies,Arizona Diamondbacks,4,3
2026-04-11,Detroit Tigers,Miami Marlins,6,1
2026-04-11,Chicago Cubs,Pittsburgh Pirates,3,4
2026-04-11,Toronto Blue Jays,Minnesota Twins,4,7
2026-04-11,Cincinnati Reds,Los Angeles Angels,7,3
2026-04-11,New York Mets,Athletics,6,11
2026-04-11,Kansas City Royals,Chicago White Sox,2,0
2026-04-11,Tampa Bay Rays,New York Yankees,5,4
2026-04-11,Milwaukee Brewers,Washington Nationals,1,3
2026-04-11,Atlanta Braves,Cleveland Guardians,0,6
2026-04-11,Baltimore Orioles,San Francisco Giants,6,2
2026-04-12,San Diego Padres,Colorado Rockies,9,5
2026-04-12,Los Angeles Dodgers,Texas Rangers,6,3
2026-04-12,Seattle Mariners,Houston Astros,8,7
2026-04-12,Philadelphia Phillies,Arizona Diamondbacks,3,4
2026-04-12,Baltimore Orioles,San Francisco Giants,6,2
2026-04-12,Toronto Blue Jays,Minnesota Twins,2,8
2026-04-12,Cincinnati Reds,Los Angeles Angels,6,9
2026-04-12,New York Mets,Athletics,0,1
2026-04-12,Detroit Tigers,Miami Marlins,8,2
2026-04-12,Tampa Bay Rays,New York Yankees,5,4
2026-04-12,Kansas City Royals,Chicago White Sox,5,6
2026-04-12,Milwaukee Brewers,Washington Nationals,6,8
2026-04-12,St. Louis Cardinals,Boston Red Sox,3,9
2026-04-12,Chicago Cubs,Pittsburgh Pirates,7,6
2026-04-12,Atlanta Braves,Cleveland Guardians,13,1
2026-04-13,Seattle Mariners,Houston Astros,6,2
2026-04-13,Baltimore Orioles,Arizona Diamondbacks,9,7
2026-04-13,Philadelphia Phillies,Chicago Cubs,13,7
2026-04-13,Pittsburgh Pirates,Washington Nationals,16,5
2026-04-13,New York Yankees,Los Angeles Angels,11,10
2026-04-13,Atlanta Braves,Miami Marlins,4,10
2026-04-13,Minnesota Twins,Boston Red Sox,13,6
2026-04-13,St. Louis Cardinals,Cleveland Guardians,3,9
2026-04-14,Athletics,Texas Rangers,1,8
2026-04-14,Los Angeles Dodgers,New York Mets,4,0
2026-04-14,Baltimore Orioles,Arizona Diamondbacks,3,4
2026-04-14,Philadelphia Phillies,Chicago Cubs,4,10
2026-04-14,Detroit Tigers,Kansas City Royals,2,1
2026-04-14,Cincinnati Reds,San Francisco Giants,2,1
2026-04-14,Pittsburgh Pirates,Washington Nationals,4,5
2026-04-14,New York Yankees,Los Angeles Angels,1,7
2026-04-14,Atlanta Braves,Miami Marlins,6,5
2026-04-14,Minnesota Twins,Boston Red Sox,6,0
2026-04-14,Chicago White Sox,Tampa Bay Rays,5,8
2026-04-14,Milwaukee Brewers,Toronto Blue Jays,7,9
2026-04-14,St. Louis Cardinals,Cleveland Guardians,6,5
2026-04-15,Houston Astros,Colorado Rockies,7,6
2026-04-15,San Diego Padres,Seattle Mariners,4,1
2026-04-15,Athletics,Texas Rangers,2,1
2026-04-15,Los Angeles Dodgers,New York Mets,2,1
2026-04-15,Baltimore Orioles,Arizona Diamondbacks,5,8
2026-04-15,St. Louis Cardinals,Cleveland Guardians,5,3
2026-04-15,Minnesota Twins,Boston Red Sox,5,9
2026-04-15,Philadelphia Phillies,Chicago Cubs,2,11
2026-04-15,Detroit Tigers,Kansas City Royals,2,1
2026-04-15,Cincinnati Reds,San Francisco Giants,8,3
2026-04-15,Pittsburgh Pirates,Washington Nationals,2,0
2026-04-15,New York Yankees,Los Angeles Angels,5,4
2026-04-15,Atlanta Braves,Miami Marlins,6,3
2026-04-15,Chicago White Sox,Tampa Bay Rays,3,8
2026-04-15,Milwaukee Brewers,Toronto Blue Jays,2,1
2026-04-16,Houston Astros,Colorado Rockies,3,1
2026-04-16,San Diego Padres,Seattle Mariners,7,6
2026-04-16,Athletics,Texas Rangers,6,5
2026-04-16,Los Angeles Dodgers,New York Mets,8,2
2026-04-16,Pittsburgh Pirates,Washington Nationals,7,8
2026-04-16,Cincinnati Reds,San Francisco Giants,0,3
2026-04-16,Detroit Tigers,Kansas City Royals,10,9
2026-04-16,New York Yankees,Los Angeles Angels,4,11
2026-04-16,Milwaukee Brewers,Toronto Blue Jays,2,1
2026-04-16,Chicago White Sox,Tampa Bay Rays,3,5
2026-04-16,Cleveland Guardians,Baltimore Orioles,4,2
2026-04-17,Houston Astros,Colorado Rockies,2,3
2026-04-17,San Diego Padres,Seattle Mariners,5,2
2026-04-17,Chicago Cubs,New York Mets,12,4
2026-04-17,Cleveland Guardians,Baltimore Orioles,4,6
2026-04-17,Philadelphia Phillies,Atlanta Braves,0,9
2026-04-17,Pittsburgh Pirates,Tampa Bay Rays,5,1
2026-04-17,Washington Nationals,San Francisco Giants,5,10
2026-04-17,New York Yankees,Kansas City Royals,4,2
2026-04-17,Miami Marlins,Milwaukee Brewers,5,7
2026-04-17,Boston Red Sox,Detroit Tigers,1,0
2026-04-18,Minnesota Twins,Cincinnati Reds,1,2
2026-04-18,Houston Astros,St. Louis Cardinals,4,9
2026-04-18,Colorado Rockies,Los Angeles Dodgers,1,7
2026-04-18,Los Angeles Angels,San Diego Padres,8,0
2026-04-18,Athletics,Chicago White Sox,2,9
2026-04-18,Seattle Mariners,Texas Rangers,0,5
2026-04-18,Arizona Diamondbacks,Toronto Blue Jays,6,3
2026-04-18,New York Yankees,Kansas City Royals,13,4
2026-04-18,Chicago Cubs,New York Mets,4,2
2026-04-18,Pittsburgh Pirates,Tampa Bay Rays,7,8
2026-04-18,Washington Nationals,San Francisco Giants,6,7
2026-04-18,Boston Red Sox,Detroit Tigers,1,4
2026-04-18,Miami Marlins,Milwaukee Brewers,2,5
2026-04-18,Cleveland Guardians,Baltimore Orioles,4,2
2026-04-18,Philadelphia Phillies,Atlanta Braves,1,3
2026-04-19,Colorado Rockies,Los Angeles Dodgers,4,3
2026-04-19,Arizona Diamondbacks,Toronto Blue Jays,6,2
2026-04-19,Los Angeles Angels,San Diego Padres,1,4
2026-04-19,New York Yankees,Kansas City Royals,7,0
2026-04-19,Washington Nationals,San Francisco Giants,3,0
2026-04-19,Pittsburgh Pirates,Tampa Bay Rays,6,3
2026-04-19,Cleveland Guardians,Baltimore Orioles,8,4
2026-04-19,Miami Marlins,Milwaukee Brewers,5,3
2026-04-19,Minnesota Twins,Cincinnati Reds,4,7
2026-04-19,Houston Astros,St. Louis Cardinals,5,7
2026-04-19,Chicago Cubs,New York Mets,2,1
2026-04-19,Athletics,Chicago White Sox,4,7
2026-04-19,Seattle Mariners,Texas Rangers,5,2
2026-04-19,Boston Red Sox,Detroit Tigers,2,6
2026-04-19,Philadelphia Phillies,Atlanta Braves,2,4
2026-04-20,Boston Red Sox,Detroit Tigers,8,6
2026-04-20,Cleveland Guardians,Houston Astros,2,9
2026-04-20,Tampa Bay Rays,Cincinnati Reds,1,6
2026-04-20,Miami Marlins,St. Louis Cardinals,5,3
2026-04-20,Washington Nationals,Atlanta Braves,4,9
2026-04-20,Kansas City Royals,Baltimore Orioles,5,7
2026-04-20,Chicago Cubs,Philadelphia Phillies,5,1
2026-04-21,Colorado Rockies,Los Angeles Dodgers,3,12
2026-04-21,Los Angeles Angels,Toronto Blue Jays,2,5
2026-04-21,Seattle Mariners,Athletics,4,6
2026-04-21,Cleveland Guardians,Houston Astros,8,5
2026-04-21,Tampa Bay Rays,Cincinnati Reds,6,12
2026-04-21,Detroit Tigers,Milwaukee Brewers,4,12
2026-04-21,Miami Marlins,St. Louis Cardinals,3,5
2026-04-21,Washington Nationals,Atlanta Braves,11,4
2026-04-21,Boston Red Sox,New York Yankees,0,4
2026-04-21,New York Mets,Minnesota Twins,3,5
2026-04-21,Kansas City Royals,Baltimore Orioles,6,5
2026-04-21,Chicago Cubs,Philadelphia Phillies,7,4
2026-04-22,Texas Rangers,Pittsburgh Pirates,5,1
2026-04-22,Colorado Rockies,San Diego Padres,0,1
2026-04-22,Los Angeles Angels,Toronto Blue Jays,2,4
2026-04-22,Seattle Mariners,Athletics,2,5
2026-04-22,Arizona Diamondbacks,Chicago White Sox,5,11
2026-04-22,San Francisco Giants,Los Angeles Dodgers,3,1
2026-04-22,Miami Marlins,St. Louis Cardinals,4,1
2026-04-22,Tampa Bay Rays,Cincinnati Reds,6,1
2026-04-22,Cleveland Guardians,Houston Astros,0,2
2026-04-22,Kansas City Royals,Baltimore Orioles,6,8
2026-04-22,Detroit Tigers,Milwaukee Brewers,5,2
2026-04-22,Washington Nationals,Atlanta Braves,6,8
2026-04-22,Boston Red Sox,New York Yankees,1,4
2026-04-22,New York Mets,Minnesota Twins,3,2
2026-04-22,Chicago Cubs,Philadelphia Phillies,7,2
2026-04-23,Texas Rangers,Pittsburgh Pirates,4,8
2026-04-23,Colorado Rockies,San Diego Padres,8,3
2026-04-23,Arizona Diamondbacks,Chicago White Sox,11,7
2026-04-23,San Francisco Giants,Los Angeles Dodgers,3,0
2026-04-23,Washington Nationals,Atlanta Braves,2,7
2026-04-23,Detroit Tigers,Milwaukee Brewers,5,4
2026-04-23,Chicago Cubs,Philadelphia Phillies,8,7
2026-04-23,Boston Red Sox,New York Yankees,2,4
2026-04-23,New York Mets,Minnesota Twins,10,8
2026-04-24,Texas Rangers,Pittsburgh Pirates,6,1
2026-04-24,Cincinnati Reds,Detroit Tigers,9,8
2026-04-24,Baltimore Orioles,Boston Red Sox,10,3
2026-04-24,Toronto Blue Jays,Cleveland Guardians,6,8
2026-04-24,New York Mets,Colorado Rockies,3,4
2026-04-24,Tampa Bay Rays,Minnesota Twins,6,2
2026-04-24,Atlanta Braves,Philadelphia Phillies,5,3
2026-04-24,Kansas City Royals,Los Angeles Angels,6,3
2026-04-24,Milwaukee Brewers,Pittsburgh Pirates,0,6
2026-04-24,Chicago White Sox,Washington Nationals,5,4
2026-04-25,Texas Rangers,Athletics,1,8
2026-04-25,Houston Astros,New York Yankees,4,12
2026-04-25,St. Louis Cardinals,Seattle Mariners,2,3
2026-04-25,Los Angeles Dodgers,Chicago Cubs,4,6
2026-04-25,San Francisco Giants,Miami Marlins,4,9
2026-04-25,Baltimore Orioles,Boston Red Sox,1,17
2026-04-25,Toronto Blue Jays,Cleveland Guardians,5,3
2026-04-25,Tampa Bay Rays,Minnesota Twins,6,1
2026-04-25,Chicago White Sox,Washington Nationals,3,6
2026-04-25,Arizona Diamondbacks,San Diego Padres,4,6
2026-04-25,Kansas City Royals,Los Angeles Angels,12,1
2026-04-25,Milwaukee Brewers,Pittsburgh Pirates,3,6
2026-04-25,Cincinnati Reds,Detroit Tigers,9,2
2026-04-25,Atlanta Braves,Philadelphia Phillies,5,8
2026-04-26,Baltimore Orioles,Boston Red Sox,3,5
2026-04-26,Atlanta Braves,Philadelphia Phillies,6,2
2026-04-26,Toronto Blue Jays,Cleveland Guardians,4,2
2026-04-26,New York Mets,Colorado Rockies,1,3
2026-04-26,Cincinnati Reds,Detroit Tigers,3,8
2026-04-26,Tampa Bay Rays,Minnesota Twins,4,2
2026-04-26,Houston Astros,New York Yankees,7,4
2026-04-26,Milwaukee Brewers,Pittsburgh Pirates,5,0
2026-04-26,Chicago White Sox,Washington Nationals,1,2
2026-04-26,St. Louis Cardinals,Seattle Mariners,2,3
2026-04-26,Texas Rangers,Athletics,1,2
2026-04-26,San Francisco Giants,Miami Marlins,6,3
2026-04-26,Arizona Diamondbacks,San Diego Padres,12,7
2026-04-26,Kansas City Royals,Los Angeles Angels,11,9
2026-04-26,Los Angeles Dodgers,Chicago Cubs,6,0
2026-04-27,Cleveland Guardians,Tampa Bay Rays,2,3
2026-04-27,Pittsburgh Pirates,St. Louis Cardinals,2,4
2026-04-27,Toronto Blue Jays,Boston Red Sox,0,5
2026-04-27,Chicago White Sox,Los Angeles Angels,8,7
2026-04-27,Minnesota Twins,Seattle Mariners,11,4
2026-04-28,Texas Rangers,New York Yankees,2,4
2026-04-28,San Diego Padres,Chicago Cubs,9,7
2026-04-28,Los Angeles Dodgers,Miami Marlins,5,4
2026-04-28,Cleveland Guardians,Tampa Bay Rays,0,1
2026-04-28,Baltimore Orioles,Houston Astros,5,3
2026-04-28,Cincinnati Reds,Colorado Rockies,7,2
2026-04-28,Philadelphia Phillies,San Francisco Giants,7,0
2026-04-28,Pittsburgh Pirates,St. Louis Cardinals,7,11
2026-04-28,Toronto Blue Jays,Boston Red Sox,3,0
2026-04-28,New York Mets,Washington Nationals,8,0
2026-04-28,Atlanta Braves,Detroit Tigers,5,2
2026-04-28,Chicago White Sox,Los Angeles Angels,5,2
2026-04-28,Milwaukee Brewers,Arizona Diamondbacks,13,2
2026-04-28,Minnesota Twins,Seattle Mariners,1,7
2026-04-29,Texas Rangers,New York Yankees,2,3
2026-04-29,San Diego Padres,Chicago Cubs,3,8
2026-04-29,Athletics,Kansas City Royals,1,4
2026-04-29,Los Angeles Dodgers,Miami Marlins,1,2
2026-04-29,Cleveland Guardians,Tampa Bay Rays,3,1
2026-04-29,Chicago White Sox,Los Angeles Angels,3,2
2026-04-29,Minnesota Twins,Seattle Mariners,3,5
2026-04-29,Toronto Blue Jays,Boston Red Sox,8,1
2026-04-29,Cincinnati Reds,Colorado Rockies,2,13
2026-04-29,Pittsburgh Pirates,St. Louis Cardinals,4,5
2026-04-29,New York Mets,Washington Nationals,2,14
2026-04-29,Atlanta Braves,Detroit Tigers,4,3
2026-04-29,Milwaukee Brewers,Arizona Diamondbacks,2,6
2026-04-30,Athletics,Kansas City Royals,5,2
2026-04-30,Atlanta Braves,Detroit Tigers,2,5
2026-04-30,Baltimore Orioles,Houston Astros,10,3
2026-04-30,Philadelphia Phillies,San Francisco Giants,3,2
2026-04-30,Pittsburgh Pirates,St. Louis Cardinals,5,10
2026-04-30,Cincinnati Reds,Colorado Rockies,6,4
2026-04-30,New York Mets,Washington Nationals,4,5
2026-04-30,Milwaukee Brewers,Arizona Diamondbacks,13,1
2026-04-30,Minnesota Twins,Toronto Blue Jays,7,1
2026-05-01,Chicago Cubs,Arizona Diamondbacks,6,5
2026-05-01,Detroit Tigers,Texas Rangers,4,5
2026-05-01,Pittsburgh Pirates,Cincinnati Reds,9,1
2026-05-01,Washington Nationals,Milwaukee Brewers,1,6
2026-05-01,New York Yankees,Baltimore Orioles,7,2
2026-05-01,Boston Red Sox,Houston Astros,3,1
2026-05-01,Miami Marlins,Philadelphia Phillies,5,6
2026-05-01,Tampa Bay Rays,San Francisco Giants,3,0
2026-05-02,Minnesota Twins,Toronto Blue Jays,3,7
2026-05-02,St. Louis Cardinals,Los Angeles Dodgers,7,2
2026-05-02,Colorado Rockies,Atlanta Braves,6,8
2026-05-02,Los Angeles Angels,New York Mets,3,4
2026-05-02,San Diego Padres,Chicago White Sox,2,8
2026-05-02,Athletics,Cleveland Guardians,5,8
2026-05-02,Seattle Mariners,Kansas City Royals,6,7
2026-05-02,New York Yankees,Baltimore Orioles,9,4
2026-05-02,Chicago Cubs,Arizona Diamondbacks,2,0
2026-05-02,Pittsburgh Pirates,Cincinnati Reds,17,7
2026-05-02,Washington Nationals,Milwaukee Brewers,1,4
2026-05-02,Boston Red Sox,Houston Astros,3,6
2026-05-02,Miami Marlins,Philadelphia Phillies,4,0
2026-05-02,Tampa Bay Rays,San Francisco Giants,5,1
2026-05-02,Detroit Tigers,Texas Rangers,5,1
2026-05-03,Colorado Rockies,Atlanta Braves,1,9
2026-05-03,San Diego Padres,Chicago White Sox,0,4
2026-05-03,Los Angeles Angels,New York Mets,4,3
2026-05-03,Seattle Mariners,Kansas City Royals,2,3
2026-05-03,Minnesota Twins,Toronto Blue Jays,4,3
2026-05-03,New York Yankees,Baltimore Orioles,11,3
2026-05-03,Pittsburgh Pirates,Cincinnati Reds,1,0
2026-05-03,Boston Red Sox,Houston Astros,1,3
2026-05-03,Washington Nationals,Milwaukee Brewers,3,2
2026-05-03,Miami Marlins,Philadelphia Phillies,2,7
2026-05-03,Tampa Bay Rays,San Francisco Giants,2,1
2026-05-03,St. Louis Cardinals,Los Angeles Dodgers,1,4
2026-05-03,Chicago Cubs,Arizona Diamondbacks,8,4
2026-05-03,Athletics,Cleveland Guardians,7,1
2026-05-03,Detroit Tigers,Texas Rangers,7,1
2026-05-04,Colorado Rockies,New York Mets,2,4
2026-05-04,Detroit Tigers,Boston Red Sox,4,5
2026-05-04,Miami Marlins,Philadelphia Phillies,0,1
2026-05-04,Tampa Bay Rays,Toronto Blue Jays,5,1
2026-05-04,New York Yankees,Baltimore Orioles,12,1
2026-05-04,Chicago Cubs,Cincinnati Reds,5,4
2026-05-04,Kansas City Royals,Cleveland Guardians,6,2
2026-05-04,St. Louis Cardinals,Milwaukee Brewers,6,3
2026-05-05,Houston Astros,Los Angeles Dodgers,3,8
2026-05-05,Los Angeles Angels,Chicago White Sox,0,6
2026-05-05,Seattle Mariners,Atlanta Braves,5,4
2026-05-05,San Francisco Giants,San Diego Padres,3,2
2026-05-05,Philadelphia Phillies,Athletics,9,1
2026-05-05,Miami Marlins,Baltimore Orioles,7,9
2026-05-05,Detroit Tigers,Boston Red Sox,3,10
2026-05-05,Tampa Bay Rays,Toronto Blue Jays,4,3
2026-05-05,Washington Nationals,Minnesota Twins,3,11
2026-05-05,New York Yankees,Texas Rangers,7,4
2026-05-05,Chicago Cubs,Cincinnati Reds,3,2
2026-05-05,Kansas City Royals,Cleveland Guardians,5,3
2026-05-06,Houston Astros,Los Angeles Dodgers,2,1
2026-05-06,Los Angeles Angels,Chicago White Sox,4,3
2026-05-06,Seattle Mariners,Atlanta Braves,2,3
2026-05-06,Arizona Diamondbacks,Pittsburgh Pirates,9,0
2026-05-06,San Francisco Giants,San Diego Padres,5,10
2026-05-06,Tampa Bay Rays,Toronto Blue Jays,3,0
2026-05-06,St. Louis Cardinals,Milwaukee Brewers,2,6
2026-05-06,Philadelphia Phillies,Athletics,6,3
2026-05-06,Miami Marlins,Baltimore Orioles,4,7
2026-05-06,Detroit Tigers,Boston Red Sox,0,4
2026-05-06,Washington Nationals,Minnesota Twins,15,2
2026-05-06,New York Yankees,Texas Rangers,1,6
2026-05-06,Chicago Cubs,Cincinnati Reds,7,6
2026-05-06,Kansas City Royals,Cleveland Guardians,1,3
2026-05-07,Colorado Rockies,New York Mets,5,10
2026-05-07,Arizona Diamondbacks,Pittsburgh Pirates,0,1
2026-05-07,New York Yankees,Texas Rangers,9,2
2026-05-07,Washington Nationals,Minnesota Twins,7,5
2026-05-07,Kansas City Royals,Cleveland Guardians,5,8
2026-05-07,Chicago Cubs,Cincinnati Reds,8,3
2026-05-07,Philadelphia Phillies,Athletics,1,12
2026-05-07,Miami Marlins,Baltimore Orioles,4,3
2026-05-07,Boston Red Sox,Tampa Bay Rays,4,8
2026-05-08,San Diego Padres,St. Louis Cardinals,1,2
2026-05-08,Cincinnati Reds,Houston Astros,0,10
2026-05-08,Philadelphia Phillies,Colorado Rockies,7,9
2026-05-08,Baltimore Orioles,Athletics,3,4
2026-05-08,Toronto Blue Jays,Los Angeles Angels,2,0
2026-05-08,Boston Red Sox,Tampa Bay Rays,2,0
2026-05-08,Miami Marlins,Washington Nationals,2,3
2026-05-08,Cleveland Guardians,Minnesota Twins,6,4
2026-05-08,Kansas City Royals,Detroit Tigers,4,3
2026-05-08,Milwaukee Brewers,New York Yankees,6,0
2026-05-08,Chicago White Sox,Seattle Mariners,8,12
2026-05-09,Texas Rangers,Chicago Cubs,1,7
2026-05-09,Arizona Diamondbacks,New York Mets,1,3
2026-05-09,San Diego Padres,St. Louis Cardinals,0,6
2026-05-09,Los Angeles Dodgers,Atlanta Braves,3,1
2026-05-09,San Francisco Giants,Pittsburgh Pirates,5,2
2026-05-09,Toronto Blue Jays,Los Angeles Angels,14,1
2026-05-09,Baltimore Orioles,Athletics,2,6
2026-05-09,Cincinnati Reds,Houston Astros,3,1
2026-05-09,Miami Marlins,Washington Nationals,8,7
2026-05-09,Philadelphia Phillies,Colorado Rockies,9,3
2026-05-09,Cleveland Guardians,Minnesota Twins,1,2
2026-05-09,Kansas City Royals,Detroit Tigers,5,1
2026-05-09,Milwaukee Brewers,New York Yankees,4,3
2026-05-09,Chicago White Sox,Seattle Mariners,6,1
2026-05-10,San Francisco Giants,Pittsburgh Pirates,3,13
2026-05-10,Los Angeles Dodgers,Atlanta Braves,2,7
2026-05-10,Miami Marlins,Washington Nationals,5,2
2026-05-10,Baltimore Orioles,Athletics,2,1
2026-05-10,Philadelphia Phillies,Colorado Rockies,6,0
2026-05-10,Boston Red Sox,Tampa Bay Rays,1,4
2026-05-10,Toronto Blue Jays,Los Angeles Angels,1,6
2026-05-10,Cincinnati Reds,Houston Astros,5,0
2026-05-10,Cleveland Guardians,Minnesota Twins,4,5
2026-05-10,Milwaukee Brewers,New York Yankees,4,3
2026-05-10,Chicago White Sox,Seattle Mariners,2,1
2026-05-10,Texas Rangers,Chicago Cubs,3,0
2026-05-10,Arizona Diamondbacks,New York Mets,5,1
2026-05-10,San Diego Padres,St. Louis Cardinals,3,2
2026-05-10,Kansas City Royals,Detroit Tigers,3,6
2026-05-11,Cleveland Guardians,Los Angeles Angels,7,2
2026-05-11,Baltimore Orioles,New York Yankees,3,2
2026-05-11,Toronto Blue Jays,Tampa Bay Rays,5,8
2026-05-12,Texas Rangers,Arizona Diamondbacks,0,1
2026-05-12,Houston Astros,Seattle Mariners,1,3
2026-05-12,Los Angeles Dodgers,San Francisco Giants,3,9
2026-05-12,Cleveland Guardians,Los Angeles Angels,3,2
2026-05-12,Baltimore Orioles,New York Yankees,2,6
2026-05-12,Pittsburgh Pirates,Colorado Rockies,3,1
2026-05-12,Cincinnati Reds,Washington Nationals,4,10
2026-05-12,Boston Red Sox,Philadelphia Phillies,1,2
2026-05-12,Toronto Blue Jays,Tampa Bay Rays,6,7
2026-05-12,New York Mets,Detroit Tigers,10,2
2026-05-12,Atlanta Braves,Chicago Cubs,5,2
2026-05-12,Chicago White Sox,Kansas City Royals,6,5
2026-05-12,Minnesota Twins,Miami Marlins,3,0
2026-05-12,Milwaukee Brewers,San Diego Padres,6,4
2026-05-13,Texas Rangers,Arizona Diamondbacks,7,4
2026-05-13,Houston Astros,Seattle Mariners,2,10
2026-05-13,Athletics,St. Louis Cardinals,4,6
2026-05-13,Los Angeles Dodgers,San Francisco Giants,2,6
2026-05-13,Baltimore Orioles,New York Yankees,7,0
2026-05-13,Cleveland Guardians,Los Angeles Angels,4,2
2026-05-13,Pittsburgh Pirates,Colorado Rockies,4,10
2026-05-13,Cincinnati Reds,Washington Nationals,7,8
2026-05-13,Boston Red Sox,Philadelphia Phillies,3,1
2026-05-13,Toronto Blue Jays,Tampa Bay Rays,5,3
2026-05-13,New York Mets,Detroit Tigers,3,2
2026-05-13,Atlanta Braves,Chicago Cubs,4,1
2026-05-13,Chicago White Sox,Kansas City Royals,6,5
2026-05-13,Minnesota Twins,Miami Marlins,5,9
2026-05-13,Milwaukee Brewers,San Diego Padres,1,3
2026-05-14,Texas Rangers,Arizona Diamondbacks,6,5
2026-05-14,Houston Astros,Seattle Mariners,4,3
2026-05-14,Athletics,St. Louis Cardinals,6,2
2026-05-14,Los Angeles Dodgers,San Francisco Giants,4,0
2026-05-14,Pittsburgh Pirates,Colorado Rockies,7,2
2026-05-14,Cincinnati Reds,Washington Nationals,15,1
2026-05-14,New York Mets,Detroit Tigers,9,4
2026-05-14,Minnesota Twins,Miami Marlins,9,1
2026-05-14,Milwaukee Brewers,San Diego Padres,7,1
2026-05-14,Boston Red Sox,Philadelphia Phillies,1,3
2026-05-14,Atlanta Braves,Chicago Cubs,0,2
2026-05-14,Chicago White Sox,Kansas City Royals,6,2
2026-05-15,Los Angeles Dodgers,San Francisco Giants,5,2
2026-05-15,Pittsburgh Pirates,Philadelphia Phillies,9,11
2026-05-15,Detroit Tigers,Toronto Blue Jays,3,2
2026-05-15,Washington Nationals,Baltimore Orioles,3,2
2026-05-15,Cleveland Guardians,Cincinnati Reds,6,7
2026-05-15,Tampa Bay Rays,Miami Marlins,7,2
2026-05-15,Minnesota Twins,Milwaukee Brewers,2,3
2026-05-15,Atlanta Braves,Boston Red Sox,3,2
2026-05-15,New York Mets,New York Yankees,2,5
2026-05-15,Chicago White Sox,Chicago Cubs,5,10
2026-05-16,Houston Astros,Texas Rangers,2,0
2026-05-16,St. Louis Cardinals,Kansas City Royals,5,4
2026-05-16,Colorado Rockies,Arizona Diamondbacks,1,9
2026-05-16,Los Angeles Angels,Los Angeles Dodgers,0,6
2026-05-16,Seattle Mariners,San Diego Padres,0,2
2026-05-16,Athletics,San Francisco Giants,5,2
2026-05-16,Detroit Tigers,Toronto Blue Jays,1,2
2026-05-16,Washington Nationals,Baltimore Orioles,13,3
2026-05-16,Pittsburgh Pirates,Philadelphia Phillies,0,6
2026-05-16,Tampa Bay Rays,Miami Marlins,5,10
2026-05-16,Cleveland Guardians,Cincinnati Reds,7,4
2026-05-16,Chicago White Sox,Chicago Cubs,8,3
2026-05-16,Minnesota Twins,Milwaukee Brewers,1,2
2026-05-16,Atlanta Braves,Boston Red Sox,2,3
2026-05-16,New York Mets,New York Yankees,6,3
2026-05-17,Los Angeles Angels,Los Angeles Dodgers,2,15
2026-05-17,Athletics,San Francisco Giants,4,6
2026-05-17,Tampa Bay Rays,Miami Marlins,6,3
2026-05-17,Washington Nationals,Baltimore Orioles,3,7
2026-05-17,Atlanta Braves,Boston Red Sox,8,1
2026-05-17,Pittsburgh Pirates,Philadelphia Phillies,0,6
2026-05-17,Cleveland Guardians,Cincinnati Reds,10,3
2026-05-17,New York Mets,New York Yankees,7,6
2026-05-17,Detroit Tigers,Toronto Blue Jays,1,4
2026-05-17,Chicago White Sox,Chicago Cubs,9,8
2026-05-17,Minnesota Twins,Milwaukee Brewers,5,4
2026-05-17,Houston Astros,Texas Rangers,0,8
2026-05-17,St. Louis Cardinals,Kansas City Royals,0,2
2026-05-17,Colorado Rockies,Arizona Diamondbacks,6,8
2026-05-17,Seattle Mariners,San Diego Padres,3,8
2026-05-18,Miami Marlins,Atlanta Braves,12,0
2026-05-18,Tampa Bay Rays,Baltimore Orioles,16,6
2026-05-18,Philadelphia Phillies,Cincinnati Reds,5,4
2026-05-18,Detroit Tigers,Cleveland Guardians,2,8
2026-05-18,Washington Nationals,New York Mets,7,16
2026-05-18,New York Yankees,Toronto Blue Jays,7,6
2026-05-18,Kansas City Royals,Boston Red Sox,1,3
2026-05-18,Minnesota Twins,Houston Astros,6,3
2026-05-18,Chicago Cubs,Milwaukee Brewers,3,9
2026-05-19,Colorado Rockies,Texas Rangers,7,6
2026-05-19,Los Angeles Angels,Athletics,2,1
2026-05-19,Seattle Mariners,Chicago White Sox,6,1
2026-05-19,San Diego Padres,Los Angeles Dodgers,1,0
2026-05-19,Arizona Diamondbacks,San Francisco Giants,12,2
2026-05-19,Miami Marlins,Atlanta Braves,4,8
2026-05-19,Tampa Bay Rays,Baltimore Orioles,4,1
2026-05-19,Philadelphia Phillies,Cincinnati Reds,1,4
2026-05-19,Detroit Tigers,Cleveland Guardians,3,4
2026-05-19,Washington Nationals,New York Mets,9,6
2026-05-19,New York Yankees,Toronto Blue Jays,5,4
2026-05-19,Kansas City Royals,Boston Red Sox,1,7
2026-05-19,Minnesota Twins,Houston Astros,1,2
2026-05-19,Chicago Cubs,Milwaukee Brewers,2,5
2026-05-19,St. Louis Cardinals,Pittsburgh Pirates,9,6
2026-05-20,Colorado Rockies,Texas Rangers,0,10
2026-05-20,Los Angeles Angels,Athletics,6,14
